lat;lon;addr:city;addr:country;addr:housenumber;addr:postcode;addr:street;brand;brand:wikidata;brand:wikipedia;cuisine;description;drive_through;name;note;operator;takeaway;wheelchair;bicycle;information;access;wikidata;wikimedia_commons;wikipedia;website;toilets:wheelchair;alt_name;check_date;opening_hours;changing_table;contact:phone;contact:website;delivery;diet:vegetarian;indoor_seating;internet_access;internet_access:fee;kids_area;outdoor_seating;addr:housename;contact:facebook;contact:linkedin;email;payment:museumkaart;phone;heritage;heritage:operator;image;man_made;level;operator:wikidata;wifi;old_name;seamark:harbour:category;seamark:name;seamark:type;harbour;highway;name:fr;direction;capacity;reservation;smoking;toilets:access;backrest;colour;material;seats;delivery:covid19;opening_hours:covid19;takeaway:covid19;description:covid19;payment:cash;payment:maestro;payment:mastercard;contact:mobile;url;contact:email;addr:suburb;sub_category;category
50.38117922;4.44380329;Charleroi;BE;80;6001;Rue du Cazier ;;;;;;;Musée le Bois du Cazier;;;;;;;;;;;http://www.leboisducazier.be;;;;;;071 88 08 56;;;;;;;;;;;;info@leboisducazier.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.38813556;4.404502509;Charleroi;BE;11;6032;Avenue Paul Pastur ;;;;;;;Musée de la Photographie;;;;;;;;;;;http://www.museephoto.be;;;;;;071 43 58 10;;;;;;;;;;;;mpc.info@museephoto.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
49.68384034;5.810803335;Arlon;BE;13;6700;Rue des Martyrs ;;;;;;;Musée Archéologique d'Arlon;;;;;;;;;;;http://www.province.luxembourg.be;;;;;;063 21 28 49;;;;;;;;;;;;musee.archeologique@province.luxembourg.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
49.91628605;5.376993329;Libramont-Chevigny;BE;1;6800;Place Communale ;;;;;;;Musée des Celtes - Fondation Mons 2025;;;;;;;;;;;http://www.museedesceltes.be;;;;;;061 22 49 76;;;;;;;;;;;;info@museedesceltes.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.22714288;5.34372112;Marche-en-Famenne;BE;17;6900;Rue du Commerce ;;;;;;;Musée de la Famenne - Musée Van Den Abeele;;;;;;;;;;;http://www.famenneartmuseum.be;;;;;;084 32 70 60;;;;;;;;;;;;fam@marche.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.47900256;4.185948422;La Louvière;BE;21;7100;Place communale ;;;;;;;Musée Ianchelevici, MiLL;;;;;;;;;;;http://www.lemill.be;;;;;;064 28 25 30;;;;;;;;;;;;info@lemill.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.46962;4.187166715;La Louvière;BE;1;7100;Place des Fours Bouteilles ;;;;;;;Keramis, Centre de la Céramique de la FWB;;;;;;;;;;;http://www.keramis.be;;;;;;064 23 60 70;;;;;;;;;;;;info@keramis.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.52592564;4.267751226;Seneffe;BE;9;7180;Rue Lucien Plasman ;;;;;;;Domaine de Seneffe, Musée de l'Orfèvrerie;;;;;;;;;;;http://www.chateaudeseneffe.be;;;;;;065 55 89 92;;;;;;;;;;;;info@chateaudeseneffe.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.60455229;3.386878712;Tournai;BE;47;7500;Rue Saint-Martin ;;;;;;;Musée des Arts de la Marionnette;;;;;;;;;;;http://www.maisondelamarionnette.be;;;;;;069 88 91 40;;;;;;;;;;;;maisondelamarionnette@skynet.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.7664742;3.001039988;Comines;BE;3;7780;Rue des Arts ;;;;;;;Musée de la Rubanerie Cominoise;;;;;;;;;;;http://www.larubanerie.be;;;;;;056 58 77 68;;;;;;;;;;;;larubanerie@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.85300166;4.351485059;Bruxelles;BE;73;1000;Rue de Laeken ;;;;;;;Musée Belge de la Franc-maçonnerie;;;;;;;;;;;http://www.mbfm.be;;;;;;02 223 06 04;;;;;;;;;;;;info@mbfm.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.83204801;4.420394462;Woluwe-Saint-Pierre;BE;23;1150;Rue du Bémel ;;;;;;;Musée Bibliotheca Wittockiana, Musée du Livre et de la Reliure;;;;;;;;;;;http://www.wittockiana.org/musee/;;;;;;02 770 53 33;;;;;;;;;;;;info@wittockiana.org;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.66836657;4.620072033;Ottignies-LLN;BE;3;1348;Place des Sciences;;;;;;;Musée L;;;;;;;;;;;http://www.museel.be;;;;;;010 47 48 41;;;;;;;;;;;;info@museel.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.63046272;5.580059537;Liège;BE;17;4020;Boulevard Raymond Poincaré ;;;;;;;Maison de la Métallurgie et de l'industrie de Liège;;;;;;;;;;;http://www.mmil.ulg.ac.be;;;;;;04 342 65 63;;;;;;;;;;;;info@mmil.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.47544153;5.574945984;Comblain-au-Pont;BE;1;4170;Place Leblanc ;;;;;;;Musée du Pays Ourthe-Amblève, Les Amis du Vieux Stavelot;;;;;;;;;;;http://www.musee-ourthe-ambleve.be;;;;;;04 369 99 76;;;;;;;;;;;;musee@comblainaupont.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.58130232;5.426657863;Flémalle;BE;128;4400;Rue de la Grotte ;;;;;;;Préhistomuseum, Musée Préhistosite de Ramioul;;;;;;;;;;;http://www.prehisto.museum;;;;;;04 275 49 75;;;;;;;;;;;;info@prehisto.museum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.59543187;5.867105241;Verviers;BE;17-19;4800;Rue Renier ;;;;;;;Musée Communaux;;;;;;;;;;;http://www.musees.verviers.be;;;;;;087 33 16 95;;;;;;;;;;;;musee.verviers@verviers.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.07493208;4.547781866;Nismes;BE;6;5670;Rue Bassidaine ;;;;;;;Musée du Petit Format;;;;;;;;;;;http://www.museedupetitformat.be;;;;;;060 73 01 69;;;;;;;;;;;;mpf@museedupetitformat.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.38117996;4.443819961;Charleroi;BE;80;6001;Bois du Cazier - Rue du Cazier ;;;;;;;Musée du Verre;;;;;;;;;;;http://www.charleroi-museum.be/musee-du-verre;;;;;;071 58 08 56;;;;;;;;;;;;mdv@charleroi.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
49.56773726;5.535160045;Virton;BE;38-40;6760;Rue d'Arlon ;;;;;;;Musée Gaumais;;;;;;;;;;;http://www.museesgaumais.be;;;;;;063 57 03 15;;;;;;;;;;;;m.denoncin@museesgaumais.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.45856056;3.953521744;Mons;BE;24;7000;Place du Parc ;;;;;;;MuMons;;;;;;;;;;;https://mumons.be/;;;;;;065 37 22 15;;;;;;;;;;;;mumons@umons.ac.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.47007158;4.151217221;La Louvière;BE;2B;7110;Rue Saint-Patrice ;;;;;;;Musée Bois du Luc, Musée de la Mine et du Développement Durable;;;;;;;;;;;http://www.ecomuseeboisduluc.be;;;;;;064 28 20 00;;;;;;;;;;;;info.boisduluc@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.74185878;3.217714124;Mouscron;BE;3;7700;Rue des Brasseurs ;;;;;;;"Musée de Folklore ""Léon Maes""";;;;;;;;;;;http://www.musee-mouscron.be/pages/contacts;;;;;;056 86 04 66;;;;;;;;;;;;musee.folklore@mouscron.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.83485454;4.346344309;Bruxelles;BE;312-314;1000;Rue Haute ;;;;;;;Musée Art & Marges;;;;;;;;;;;http://www.artetmarges.be;;;;;;02 533 94 90;;;;;;;;;;;;info@artetmarges.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.86028527;4.369936185;Schaerbeek;BE;27;1030;Rue de la Constitution ;;;;;;;Musée d'Art Spontanés et naîfs;;;;;;;;;;;http://www.musee-art-spontane.be;;;;;;02 426 84 04;;;;;;;;;;;;info@musee-art-spontane.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.64621313;5.57655728;Liège;BE;2;4000;Rue des Mineurs ;;;;;;;Musée de la Vie Wallonne;;;;;;;;;;;http://www.provincedeliege.be/fr/viewallonne;;;;;;04 279 20 31;;;;;;;;;;;;info@viewallonne.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.63422961;5.568129839;Liège;BE;1;4000;Parc d’Avroy ;;;;;;;Trinkhall Museum;;;;;;;;;;;https://trinkhall.museum/;;;;;;04 222 32 95;;;;;;;;;;;;info@trinkhall.museum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.39453793;5.549298188;Vieuxville;BE;1;4190;Domaine de Palogne, rue de la Bouverie ;;;;;;;Musée du Château-Fort de Logne, Les Amis de Logne;;;;;;;;;;;http://www.chateau-logne.be;;;;;;086 21 20 33;;;;;;;;;;;;infos@palogne.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.73662653;5.694807617;Visé;BE;31;4600;Rue du Collège ;;;;;;;Musée régional d’Histoire et d’Archéologie;;;;;;;;;;;http://www.museedevise.be;;;;;;04 374 85 63;;;;;;;;;;;;info@museedevise.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.46604646;4.871422483;Namur;BE;1;5000;Rue du 1er Lanciers ;;;;;;;Musée Africain de Namur;;;;;;;;;;;http://www.musafrica.net;;;;;;081 23 13 83;;;;;;;;;;;;www.musafrica.net/contact/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.48645932;5.099476511;Andenne;BE;29;5300;Rue Charles Lapierre ;;;;;;;Musée de la Céramique d'Andenne;;;;;;;;;;;http://www.ceramandenne.be;;;;;;085 84 41 81;;;;;;;;;;;;musee@ceramandenne.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.4850863;5.026293899;Andenne;BE;339D;5300;Rue Fond des Vaux ;;;;;;;Musée Scladina, Archéologie Andennaise;;;;;;;;;;;http://www.scladina.be;;;;;;081 58 29 58;;;;;;;;;;;;grotte@scladina.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.14310731;4.269810401;Rance;BE;22;6470;Grand Rue ;;;;;;;Musée du Marbre;;;;;;;;;;;http://www.museedumarbre.com;;;;;;060 41 20 48;;;;;;;;;;;;musee.marbre@skynet.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.34233617;4.285745223;Thuin;BE;1B;6530;Rue Verte ;;;;;;;Maison de l'Imprimerie et des Lettres de Wallonie;;;;;;;;;;;http://www.maison-imprimerie.net;;;;;;071 59 59 70;;;;;;;;;;;;maisonimprimerie@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.45474003;3.952239956;Mons;BE;;7000;Hôtel de Ville;;;;;;;Pôle Muséal de Mons;;;;;;;;;;;http://www.polemuseal.mons.be/fr;;;;;;065 40 53 25;;;;;;;;;;;;polemuseal@ville.mons.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.824391;4.355479;Saint-Gilles;BE;25;1060;Rue Américaine ;;;;;;;Musée Horta;;;;;;;;;;;http://www.hortanima.be;;;;;;02 543 04 90;;;;;;;;;;;;info@hortamuseum.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.85238384;4.335881575;Molenbeek-Saint-Jean;BE;27;1080;Rue Ransfort ;;;;;;;La Fonderie, Musée Bruxellois de l'industrie et du Travail;;;;;;;;;;;http://www.lafonderie.be;;;;;;02 410 99 50;;;;;;;;;;;;reservation@lafonderie.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.68257669;5.231287966;Waremme;BE;45E;4300;Rue de Grand’Axhe ;;;;;;;Musée Insectarium Jean Leclercq - Hexapoda-Waremme;;;;;;;;;;;http://www.hexapoda.ulg.ac.be;;;;;;019 32 49 30;;;;;;;;;;;;hexapoda@maisondehesbaye.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.4916894;5.857517699;Spa;BE;77B;4900;Avenue Reine Astrid ;;;;;;;Musée de la Ville d'eaux/Histoire et Archéologie spadoise;;;;;;;;;;;http://www.spavillaroyale.be;;;;;;087 77 44 86;;;;;;;;;;;;info@spavillaroyale.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.46542834;4.83913961;Namur;BE;192A;5000;Rue Henri Blès ;;;;;;;Musée Nam-Ip - Numerical Artefacts Muséum;;;;;;;;;;;http://www.nam-ip.be;;;;;;081 34 64 99;;;;;;;;;;;;info@nam-ip.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.4656936;4.865256285;Namur;BE;24;5000;Hôtel de Gaiffier d'Hestroy - Rue de Fer ;;;;;;;Musée Provincial des Arts Anciens du Namurois - Trésor d'Oignies;;;;;;;;;;;http://www.museedesartsanciens.be;;;;;;081 77 67 54;;;;;;;;;;;;musee.arts.anciens@province.namur.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.27259724;4.898051497;Dinant;BE;16;5500;Place du Bailliage ;;;;;;;Maison du Patrimoine Médiéval Mosan;;;;;;;;;;;http://www.mpmm.be;;;;;;082 23 66 16;;;;;;;;;;;;info@mpmm.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.09125115;4.680603535;Treignes;BE;28;5670;Rue de la Gare ;;;;;;;Musée du Malgré-Tout;;;;;;;;;;;http://www.museedumalgretout.be;;;;;;060 39 02 43;;;;;;;;;;;;secretariat@cedarc-mmt.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.09284349;4.669632;Treignes;BE;63;5670;Rue Eugène Defraire ;;;;;;;Musée Écomusée du Viroin;;;;;;;;;;;http://www.ecomusee-du-viroin.be;;;;;;060 39 96 24;;;;;;;;;;;;info@ecomusee-du-viroin.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.40897577;4.165652194;Binche;BE;10;7130;Rue Saint-Moustier ;;;;;;;Musée International du Carnaval et du Masque;;;;;;;;;;;http://www.museebinche.be;;;;;;03 264 33 57;;;;;;;;;;;;info@museedumasque.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.6021175;3.386479922;Tournai;BE;3;7500;Enclos Saint-Martin ;;;;;;;Musée des Beaux-Arts de Tournai;;;;;;;;;;;http://www.mba.tournai.be;;;;;;069 33 24 31;;;;;;;;;;;;musee-beaux-arts@tournai.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.71277616;3.831708409;Lessines;BE;;7860;Place Alix de Rosoit;;;;;;;Musée de l'hôpital Notre-Dame A la Rose;;;;;;;;;;;http://www.notredamealarose.be;;;;;;068 33 24 03;;;;;;;;;;;;info@notredamealarose.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.84655;4.35224;Bruxelles;BE;;1000;Grand-Place;;;;;;;Musée de la Ville de Bruxelles;;;;;;;;;;;http://www.brusselscitymuseum.brussels;;;;;;02 279 43 50;;;;;;;;;;;;musea@brucity.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.84075016;4.35351466;Bruxelles;BE;21;1000;Rue des Minimes ;;;;;;;Musée Juif de Belgique;;;;;;;;;;;http://www.mjb-jmb.org;;;;;;02 512 19 63;;;;;;;;;;;;info@mjb-jmb.org;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.65141455;4.267790476;Ittre;BE;36;1460;Rue de la Montagne ;;;;;;;Musée Marthe Donas;;;;;;;;;;;http://www.marthedonas.be;;;;;;0471 216 388;;;;;;;;;;;;info@museemarthedonas.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.63898307;5.578715798;Liège;BE;22;4020;Quai Edouard Van Beneden ;;;;;;;Aquarium, Muséum de l'Université de Liège;;;;;;;;;;;http://aquarium-museum.uliege.be/;;;;;;04 366 50 21;;;;;;;;;;;;aquarium@uliege.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.67046071;5.639569601;Herstal;BE;45;4040;Place de la Licourt ;;;;;;;Musée Communal de Herstal;;;;;;;;;;;http://www.herstal.be/ma-ville/services-communaux/musee;;;;;;04 256 87 90;;;;;;;;;;;;musee@herstal.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.50501455;5.6650539;Sprimont;BE;54;4140;Rue Joseph Potier ;;;;;;;Centre d’interprétation de la pierre;;;;;;;;;;;https://cip-sprimont.be/;;;;;;04 382 21 95;;;;;;;;;;;;cip@sprimont.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.34964561;4.866662148;Godinne;BE;1A;5530;La Vieille Ferme – Rue du Prieuré ;;;;;;;Musée d'archéologie de Godinne;;;;;;;;;;;http://www.yvoir.be;;;;;;0498 371 745;;;;;;;;;;;;lavieilleferme@tvcablenet.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.00570244;5.721014374;Bastogne;BE;2;6600;Place en Piconrue ;;;;;;;Musée En Piconrue;;;;;;;;;;;http://www.piconrue.be;;;;;;061 55 00 55;;;;;;;;;;;;info@piconrue.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
49.68380564;5.810945212;Arlon;BE;16;6700;Rue des Martyrs ;;;;;;;Musée Gaspar;;;;;;;;;;;http://www.museegaspar.be;;;;;;063 60 06 54;;;;;;;;;;;;musee.gaspar@arlon.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.467853;4.232704;Morlanwelz;BE;100;7140;Chaussée de Mariemont ;;;;;;;Musée royal de Mariemont;;;;;;;;;;;http://www.musee-mariemont.be/;;;;;;064 27 37 84;;;;;;;;;;;;mediation@mariemont.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.60372592;3.389563195;Tournai;BE;9;7500;Place Reine Astrid ;;;;;;;TaMat, Centre de la Tapisserie, des Arts du Tissu et des Arts Muraux;;;;;;;;;;;http://www.tamat.be;;;;;;069 23 42 85;;;;;;;;;;;;info@tamat.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.60526904;3.386461243;Tournai;BE;36;7500;Réduit des Sions ;;;;;;;Musée de Folklore et des Imaginaires;;;;;;;;;;;http://www.tournai.be/decouvrir-tournai/musees/musee-de-folklore-la-maison-tournaisienne.html;;;;;;069 22 40 69;;;;;;;;;;;;musee.folklore@tournai.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.60276401;3.385776983;Tournai;BE;52;7500;Cour d'Honneur de l'Hôtel de Ville - Rue de l'enclos Saint-Martin ;;;;;;;Musée d'Histoire Naturelle et Vivarium;;;;;;;;;;;http://www.mhn.tournai.be;;;;;;069 33 23 43;;;;;;;;;;;;musse.histoire.naturelle@tournai.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.63028119;3.778569006;Ath;BE;2;7800;Rue de Nazareth ;;;;;;;Espace Gallo-Romain;;;;;;;;;;;http://https://www.ath.be/loisirs/culture/musees/espace-gallo-romain;;;;;;068 68 13 20;;;;;;;;;;;;egr@ath.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;museum;tourism
50.52518619;4.269944796;;BE;;;;;;;;;;Le château, avec ses ailes en retour, et le théâtre (M) et l'ensemble formé par ledit château et ses dépendances, le parc, avec étangs, qui les entoure, ainsi que l'allée menant au château (S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;castle;historic
50.48086567;5.688097386;;BE;;;;;;;;;;"L'ensemble formé par la ""Heid des Gattes""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.43588558;3.837506927;;BE;;;;;;;;;;"Les anciens bâtiments industriels du Grand Hornu et l'ensemble formé par les bâtiments dits ""Le Grand Hornu"" et les terrains environnants";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;industrial;historic
50.67583511;4.412503766;;BE;;;;;;;;;;Le champ de bataille de 1815 de Waterloo (+ LASNE/Plancenoit et WATERLOO/Waterloo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;battlefield;historic
50.7591405;4.805495916;;BE;;;;;;;;;;"Les façades et toitures des bâtiments de la ferme de Wahenges ainsi que les charpentes du logis, de la grange et de la remise ; à l'intérieur du logis : les voûtes, la chapelle et l'autel ainsi que le papier peint panoramique de la salle à manger (";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;farm;historic
50.39450553;5.930706563;;BE;;;;;;;;;;Les vestiges de l'ancienne église abbatiale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;church;historic
49.79317345;5.063925154;;BE;;;;;;;;;;L'ancien château-fort de Bouillon, les remparts, le bastion de Bourgogne et le corps de garde (M) et ensemble formé par ces bâtiments et les terrains environnants (S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fort;historic
